,Date,Time,Open,High,Low,Close
61,03/14/2001,00:00,6874.5,6955.5,6270.5,6577.5
62,03/21/2001,00:00,6610.0,6614.5,6229.5,6414.0
63,03/28/2001,00:00,6310.5,6546.0,5980.0,6536.5
64,04/04/2001,00:00,6495.5,6565.5,6003.5,6164.0
65,04/11/2001,00:00,6130.5,6635.5,6003.5,6506.0
66,04/18/2001,00:00,6495.5,6809.0,6447.5,6548.0
67,04/25/2001,00:00,6663.5,6824.5,6649.5,6758.5
68,05/02/2001,00:00,6706.5,6909.0,6678.5,6878.5
69,05/09/2001,00:00,6900.5,6909.0,6626.0,6730.5
70,05/16/2001,00:00,6700.5,6841.5,6572.0,6665.5
71,05/23/2001,00:00,6655.5,6958.0,6572.0,6882.5
72,05/30/2001,00:00,6858.5,6928.5,6657.5,6735.0
73,06/06/2001,00:00,6705.5,6885.5,6604.0,6869.5
74,06/13/2001,00:00,6881.5,6885.5,6634.5,6670.0
75,06/20/2001,00:00,6703.5,6753.0,6485.5,6601.5
76,06/27/2001,00:00,6536.5,6623.5,6432.5,6512.5
77,07/04/2001,00:00,6505.5,6796.0,6419.5,6729.0
78,07/11/2001,00:00,6727.5,6744.5,6385.5,6457.5
79,07/18/2001,00:00,6405.5,6601.0,6358.0,6499.5
80,07/25/2001,00:00,6463.5,6493.0,6192.0,6305.0
81,08/01/2001,00:00,6322.5,6505.5,6192.0,6493.5
82,08/08/2001,00:00,6467.5,6573.5,6248.0,6389.5
83,08/15/2001,00:00,6348.0,6369.5,6018.5,6157.5
84,08/22/2001,00:00,6132.5,6164.5,5751.5,5858.5
85,08/29/2001,00:00,5783.5,6079.5,5770.0,5931.5
86,09/05/2001,00:00,5900.5,5970.5,5640.5,5823.5
87,09/12/2001,00:00,5745.5,5769.5,4728.5,4876.0
88,09/19/2001,00:00,4785.5,5049.5,4592.5,4799.5
89,09/26/2001,00:00,4799.5,4892.5,4176.0,4658.5
90,10/03/2001,00:00,4713.5,5084.0,4670.5,4914.0
91,10/10/2001,00:00,4915.5,5267.5,4819.0,5117.0
92,10/17/2001,00:00,5085.5,5420.5,5061.0,5280.5
93,10/24/2001,00:00,5325.5,5476.5,5077.5,5345.0
94,10/31/2001,00:00,5312.5,5511.0,5085.5,5193.5
95,11/07/2001,00:00,5162.5,5492.5,5085.5,5347.5
96,11/14/2001,00:00,5378.5,5673.0,5275.5,5578.5
97,11/21/2001,00:00,5581.5,5834.5,5562.5,5754.5
98,11/28/2001,00:00,5705.5,5840.5,5532.5,5671.5
