,date_time,open,close,label
102,2000-05-30,1388.0,1427.25,1
103,2000-05-31,1428.75,1422.0,-1
104,2000-06-01,1421.0,1451.75,1
105,2000-06-02,1450.5,1475.75,1
106,2000-06-05,1475.75,1470.75,-1
107,2000-06-06,1474.25,1463.5,-1
108,2000-06-07,1466.0,1472.5,1
109,2000-06-08,1474.0,1466.75,-1
110,2000-06-09,1471.0,1462.5,-1
111,2000-06-12,1486.0,1469.0,-1
112,2000-06-13,1468.75,1494.25,1
113,2000-06-14,1495.0,1497.25,1
114,2000-06-15,1498.25,1498.25,-1
115,2000-06-16,1500.5,1488.0,-1
116,2000-06-19,1486.75,1505.25,1
117,2000-06-20,1505.0,1499.0,-1
118,2000-06-21,1499.0,1498.75,-1
119,2000-06-22,1496.25,1476.25,-1
120,2000-06-23,1477.25,1464.0,-1
121,2000-06-26,1466.25,1479.0,1
122,2000-06-27,1480.0,1471.0,-1
123,2000-06-28,1474.0,1470.25,-1
124,2000-06-29,1472.75,1458.25,-1
125,2000-06-30,1457.5,1470.5,1
126,2000-07-03,1471.75,1490.5,1
127,2000-07-05,1488.25,1463.0,-1
128,2000-07-06,1464.5,1474.0,1
129,2000-07-07,1475.25,1494.5,1
130,2000-07-10,1494.25,1491.75,-1
131,2000-07-11,1490.0,1495.0,1
132,2000-07-12,1501.25,1505.75,1
133,2000-07-13,1506.25,1510.5,1
134,2000-07-14,1511.0,1524.0,1
135,2000-07-17,1523.75,1522.0,-1
136,2000-07-18,1522.25,1512.25,-1
137,2000-07-19,1513.25,1500.25,-1
138,2000-07-20,1500.0,1516.0,1
139,2000-07-21,1516.25,1489.75,-1
140,2000-07-24,1487.5,1480.75,-1
141,2000-07-25,1482.0,1484.75,1
142,2000-07-26,1484.0,1470.0,-1
143,2000-07-27,1468.75,1463.5,-1
144,2000-07-28,1465.25,1431.25,-1
145,2000-07-31,1434.25,1438.75,1
146,2000-08-01,1440.0,1447.25,1
147,2000-08-02,1448.75,1452.5,1
148,2000-08-03,1449.5,1462.0,1
149,2000-08-04,1462.0,1471.5,1
150,2000-08-07,1471.5,1487.0,1
151,2000-08-08,1483.5,1492.5,1
152,2000-08-09,1493.75,1480.75,-1
153,2000-08-10,1481.0,1473.75,-1
154,2000-08-11,1474.5,1479.0,1
155,2000-08-14,1479.75,1498.5,1
156,2000-08-15,1499.5,1495.0,-1
157,2000-08-16,1496.5,1491.75,-1
158,2000-08-17,1489.0,1503.75,1
159,2000-08-18,1505.0,1500.0,-1
160,2000-08-21,1500.5,1507.0,1
161,2000-08-22,1506.75,1507.25,-1
162,2000-08-23,1506.25,1510.0,1
163,2000-08-24,1511.25,1515.0,1
164,2000-08-25,1515.0,1513.0,-1
165,2000-08-28,1514.25,1518.5,1
166,2000-08-29,1518.5,1518.25,-1
167,2000-08-30,1516.75,1504.0,-1
168,2000-08-31,1503.75,1521.25,1
169,2000-09-01,1520.25,1523.25,1
170,2000-09-05,1524.75,1512.0,-1
171,2000-09-06,1512.25,1494.25,-1
172,2000-09-07,1494.25,1507.25,1
173,2000-09-08,1505.5,1496.75,-1
174,2000-09-11,1517.5,1514.25,-1
175,2000-09-12,1513.25,1504.25,-1
176,2000-09-13,1505.5,1507.5,1
177,2000-09-14,1507.5,1503.0,-1
178,2000-09-15,1503.0,1483.5,-1
179,2000-09-18,1481.5,1467.5,-1
180,2000-09-19,1468.0,1478.5,1
181,2000-09-20,1479.75,1469.5,-1
182,2000-09-21,1473.25,1469.25,-1
183,2000-09-22,1442.5,1468.5,1
184,2000-09-25,1474.25,1461.0,-1
185,2000-09-26,1461.0,1443.0,-1
186,2000-09-27,1445.75,1446.75,-1
187,2000-09-28,1449.75,1476.0,1
188,2000-09-29,1470.75,1454.0,-1
189,2000-10-02,1454.5,1456.25,1
190,2000-10-03,1459.0,1441.25,-1
191,2000-10-04,1444.75,1450.25,1
192,2000-10-05,1450.75,1456.25,1
193,2000-10-06,1458.0,1426.25,-1
194,2000-10-09,1425.25,1416.5,-1
195,2000-10-10,1417.5,1391.0,-1
196,2000-10-11,1391.75,1378.5,-1
197,2000-10-12,1384.0,1344.25,-1
198,2000-10-13,1347.25,1386.25,1
199,2000-10-16,1391.5,1392.0,-1
200,2000-10-17,1390.5,1360.0,-1
201,2000-10-18,1352.25,1353.75,1
202,2000-10-19,1358.75,1401.75,1
203,2000-10-20,1403.0,1410.75,1
204,2000-10-23,1411.0,1416.25,1
205,2000-10-24,1413.5,1404.75,-1
206,2000-10-25,1400.75,1374.0,-1
207,2000-10-26,1377.5,1371.0,-1
208,2000-10-27,1379.0,1400.0,1
209,2000-10-30,1397.0,1412.75,1
210,2000-10-31,1410.5,1440.75,1
211,2000-11-01,1436.0,1432.5,-1
212,2000-11-02,1433.0,1435.25,1
213,2000-11-03,1436.75,1436.75,-1
214,2000-11-06,1440.75,1445.5,1
215,2000-11-07,1441.75,1443.75,1
216,2000-11-08,1444.5,1412.0,-1
217,2000-11-09,1413.5,1403.5,-1
218,2000-11-10,1401.75,1372.25,-1
219,2000-11-13,1363.0,1358.75,-1
220,2000-11-14,1364.0,1394.0,1
221,2000-11-15,1393.0,1397.5,1
222,2000-11-16,1396.0,1379.25,-1
223,2000-11-17,1377.5,1370.75,-1
224,2000-11-20,1371.5,1347.75,-1
225,2000-11-21,1350.0,1356.0,1
226,2000-11-22,1351.5,1323.75,-1
227,2000-11-24,1334.0,1347.5,1
228,2000-11-27,1356.75,1359.0,1
229,2000-11-28,1359.5,1338.5,-1
230,2000-11-29,1338.0,1335.25,-1
231,2000-11-30,1324.0,1321.0,-1
232,2000-12-01,1327.25,1320.75,-1
233,2000-12-04,1325.0,1329.5,1
234,2000-12-05,1339.5,1374.25,1
235,2000-12-06,1373.0,1354.5,-1
236,2000-12-07,1350.75,1337.5,-1
237,2000-12-08,1345.0,1353.25,1
238,2000-12-11,1385.0,1403.0,1
239,2000-12-12,1400.0,1399.75,-1
240,2000-12-13,1408.0,1377.25,-1
241,2000-12-14,1381.5,1358.0,-1
242,2000-12-15,1351.0,1325.75,-1
243,2000-12-18,1335.5,1346.0,1
244,2000-12-19,1343.25,1317.75,-1
245,2000-12-20,1320.25,1280.25,-1
246,2000-12-21,1288.0,1288.5,-1
247,2000-12-22,1295.25,1327.25,1
248,2000-12-26,1324.0,1336.5,1
249,2000-12-27,1333.75,1350.25,1
250,2000-12-28,1348.0,1353.0,1
251,2000-12-29,1353.25,1327.0,-1
252,2001-01-02,1331.0,1300.0,-1
253,2001-01-03,1304.5,1359.0,1
254,2001-01-04,1359.25,1349.0,-1
255,2001-01-05,1346.25,1304.0,-1
256,2001-01-08,1307.5,1309.5,1
257,2001-01-09,1314.25,1308.75,-1
258,2001-01-10,1309.25,1327.0,1
259,2001-01-11,1322.75,1335.0,1
260,2001-01-12,1336.5,1329.75,-1
261,2001-01-16,1329.0,1335.25,1
262,2001-01-17,1343.25,1341.5,-1
263,2001-01-18,1345.75,1355.75,1
264,2001-01-19,1370.0,1347.5,-1
265,2001-01-22,1347.75,1358.0,1
266,2001-01-23,1354.25,1366.0,1
267,2001-01-24,1366.25,1370.0,1
268,2001-01-25,1370.5,1365.0,-1
269,2001-01-26,1357.5,1363.75,1
270,2001-01-29,1362.75,1370.25,1
271,2001-01-30,1367.75,1382.75,1
272,2001-01-31,1380.25,1373.5,-1
273,2001-02-01,1371.5,1382.5,1
274,2001-02-02,1382.75,1353.5,-1
275,2001-02-05,1353.0,1362.75,1
276,2001-02-06,1360.75,1356.25,-1
277,2001-02-07,1352.0,1349.25,-1
278,2001-02-08,1351.0,1335.25,-1
279,2001-02-09,1336.25,1321.0,-1
280,2001-02-12,1323.0,1333.75,1
281,2001-02-13,1333.25,1326.25,-1
282,2001-02-14,1326.5,1319.75,-1
283,2001-02-15,1320.75,1333.5,1
284,2001-02-16,1325.25,1305.0,-1
285,2001-02-20,1307.0,1285.5,-1
286,2001-02-21,1287.25,1255.5,-1
287,2001-02-22,1257.0,1257.25,-1
288,2001-02-23,1259.25,1246.25,-1
289,2001-02-26,1252.25,1273.25,1
290,2001-02-27,1270.75,1264.0,-1
291,2001-02-28,1262.0,1238.25,-1
292,2001-03-01,1237.25,1243.5,1
293,2001-03-02,1236.75,1234.0,-1
294,2001-03-05,1238.75,1243.5,1
295,2001-03-06,1248.0,1256.75,1
296,2001-03-07,1256.75,1265.75,1
297,2001-03-08,1266.75,1265.5,-1
298,2001-03-09,1258.0,1231.75,-1
299,2001-03-12,1238.0,1191.0,-1
300,2001-03-13,1191.5,1209.5,1
301,2001-03-14,1209.5,1181.0,-1
302,2001-03-15,1188.5,1185.25,-1
303,2001-03-16,1191.75,1161.5,-1
304,2001-03-19,1165.5,1180.25,1
305,2001-03-20,1178.75,1152.25,-1
306,2001-03-21,1149.5,1132.75,-1
307,2001-03-22,1136.5,1119.0,-1
308,2001-03-23,1127.75,1153.25,1
309,2001-03-26,1154.75,1166.5,1
310,2001-03-27,1165.0,1189.75,1
311,2001-03-28,1182.0,1160.0,-1
312,2001-03-29,1160.0,1160.75,-1
313,2001-03-30,1160.25,1173.5,1
314,2001-04-02,1175.25,1149.75,-1
315,2001-04-03,1151.5,1108.25,-1
316,2001-04-04,1107.5,1112.75,1
317,2001-04-05,1124.0,1155.75,1
318,2001-04-06,1157.0,1140.5,-1
319,2001-04-09,1139.25,1149.5,1
320,2001-04-10,1150.0,1171.25,1
321,2001-04-11,1173.25,1172.75,-1
322,2001-04-12,1175.25,1193.25,1
323,2001-04-16,1189.5,1182.0,-1
324,2001-04-17,1179.75,1195.75,1
325,2001-04-18,1215.0,1244.75,1
326,2001-04-19,1249.5,1258.75,1
327,2001-04-20,1259.5,1251.5,-1
328,2001-04-23,1249.0,1226.0,-1
329,2001-04-24,1228.5,1217.25,-1
330,2001-04-25,1217.75,1231.25,1
331,2001-04-26,1230.0,1240.5,1
332,2001-04-27,1239.0,1258.0,1
333,2001-04-30,1260.75,1253.0,-1
334,2001-05-01,1249.75,1272.25,1
335,2001-05-02,1271.75,1271.0,-1
336,2001-05-03,1269.0,1255.0,-1
337,2001-05-04,1253.25,1272.75,1
338,2001-05-07,1273.0,1263.25,-1
339,2001-05-08,1263.0,1262.25,-1
340,2001-05-09,1258.75,1257.75,-1
341,2001-05-10,1259.25,1261.25,1
342,2001-05-11,1260.75,1252.25,-1
343,2001-05-14,1250.75,1252.75,1
344,2001-05-15,1254.0,1257.25,1
345,2001-05-16,1255.5,1287.75,1
346,2001-05-17,1292.0,1291.75,-1
347,2001-05-18,1286.5,1295.75,1
348,2001-05-21,1296.0,1314.75,1
349,2001-05-22,1315.5,1312.5,-1
350,2001-05-23,1309.5,1290.75,-1
351,2001-05-24,1288.5,1294.5,1
352,2001-05-25,1295.75,1279.5,-1
353,2001-05-29,1279.75,1268.0,-1
354,2001-05-30,1267.25,1250.5,-1
355,2001-05-31,1252.5,1254.5,1
356,2001-06-01,1253.25,1265.0,1
357,2001-06-04,1262.75,1269.25,1
358,2001-06-05,1270.0,1284.5,1
359,2001-06-06,1285.25,1273.5,-1
360,2001-06-07,1271.75,1277.0,1
361,2001-06-08,1281.5,1268.0,-1
362,2001-06-10,1275.25,1275.0,-1
363,2001-06-11,1274.75,1266.5,-1
364,2001-06-12,1266.25,1263.5,-1
365,2001-06-13,1263.5,1252.0,-1
366,2001-06-14,1252.0,1225.5,-1
367,2001-06-15,1225.0,1225.75,-1
368,2001-06-17,1223.5,1224.5,-1
369,2001-06-18,1224.25,1224.0,-1
370,2001-06-19,1223.5,1223.25,-1
371,2001-06-20,1223.25,1232.25,1
372,2001-06-21,1231.75,1240.0,1
373,2001-06-22,1240.25,1235.5,-1
374,2001-06-24,1233.0,1232.25,-1
375,2001-06-25,1232.75,1221.75,-1
376,2001-06-26,1221.5,1219.75,-1
377,2001-06-27,1220.5,1220.25,-1
378,2001-06-28,1220.0,1231.0,1
379,2001-06-29,1230.5,1232.75,1
380,2001-07-01,1233.5,1229.5,-1
381,2001-07-02,1229.5,1246.75,1
382,2001-07-03,1246.5,1243.0,-1
383,2001-07-04,1243.0,1240.5,-1
384,2001-07-05,1240.25,1217.0,-1
385,2001-07-06,1216.75,1193.5,-1
386,2001-07-08,1194.5,1193.5,-1
387,2001-07-09,1193.75,1202.75,1
388,2001-07-10,1202.75,1188.0,-1
389,2001-07-11,1188.0,1199.5,1
390,2001-07-12,1199.75,1213.5,1
391,2001-07-13,1213.25,1225.0,1
392,2001-07-15,1224.5,1223.5,-1
393,2001-07-16,1223.5,1209.0,-1
394,2001-07-17,1209.0,1216.0,1
395,2001-07-18,1216.0,1212.25,-1
396,2001-07-19,1212.75,1215.75,1
397,2001-07-20,1216.0,1214.75,-1
398,2001-07-22,1215.0,1206.75,-1
399,2001-07-23,1206.5,1193.0,-1
400,2001-07-24,1193.0,1181.75,-1
401,2001-07-25,1181.5,1190.25,1
402,2001-07-26,1189.75,1206.25,1
403,2001-07-27,1206.25,1210.0,1
404,2001-07-29,1210.0,1206.25,-1
405,2001-07-30,1206.5,1211.5,1
406,2001-07-31,1211.75,1213.5,1
407,2001-08-01,1213.25,1223.5,1
408,2001-08-02,1223.5,1226.5,1
409,2001-08-03,1226.25,1219.75,-1
410,2001-08-05,1219.75,1218.5,-1
411,2001-08-06,1219.0,1206.25,-1
412,2001-08-07,1206.0,1204.5,-1
413,2001-08-08,1204.5,1183.75,-1
414,2001-08-09,1184.0,1189.75,1
415,2001-08-10,1189.5,1191.75,1
416,2001-08-12,1193.0,1191.5,-1
417,2001-08-13,1191.75,1195.5,1
418,2001-08-14,1195.75,1192.5,-1
419,2001-08-15,1192.25,1179.25,-1
420,2001-08-16,1179.25,1184.25,1
421,2001-08-17,1184.0,1166.0,-1
422,2001-08-19,1164.75,1163.75,-1
423,2001-08-20,1163.75,1176.5,1
424,2001-08-21,1176.75,1158.75,-1
425,2001-08-22,1158.5,1167.0,1
426,2001-08-23,1167.25,1168.0,-1
427,2001-08-24,1168.0,1187.5,1
428,2001-08-26,1187.75,1188.5,-1
429,2001-08-27,1188.25,1179.5,-1
430,2001-08-28,1179.5,1163.25,-1
431,2001-08-29,1163.5,1153.5,-1
432,2001-08-30,1153.75,1127.25,-1
433,2001-08-31,1127.25,1138.5,1
434,2001-09-02,1137.5,1136.5,-1
435,2001-09-03,1136.25,1133.5,-1
436,2001-09-04,1133.75,1130.75,-1
437,2001-09-05,1131.0,1135.0,1
438,2001-09-06,1135.0,1107.25,-1
439,2001-09-07,1107.5,1083.25,-1
440,2001-09-09,1084.0,1080.5,-1
441,2001-09-10,1081.5,1095.25,1
442,2001-09-11,1096.0,1073.5,-1
443,2001-09-17,1041.5,1048.75,1
444,2001-09-18,1049.0,1043.75,-1
445,2001-09-19,1044.25,1018.25,-1
446,2001-09-20,1018.25,987.5,-1
447,2001-09-21,987.75,973.5,-1
448,2001-09-23,976.25,976.75,-1
449,2001-09-24,977.25,1007.75,1
450,2001-09-25,1007.75,1016.0,1
451,2001-09-26,1016.0,1013.5,-1
452,2001-09-27,1013.0,1026.25,1
453,2001-09-28,1026.5,1044.5,1
454,2001-10-01,1037.0,1043.25,1
455,2001-10-02,1043.25,1053.75,1
456,2001-10-03,1053.5,1075.75,1
457,2001-10-04,1076.25,1074.25,-1
458,2001-10-05,1074.5,1071.75,-1
459,2001-10-07,1067.0,1065.0,-1
460,2001-10-08,1064.75,1066.5,1
461,2001-10-09,1066.75,1058.0,-1
462,2001-10-10,1058.25,1084.0,1
463,2001-10-11,1083.75,1101.5,1
464,2001-10-12,1101.5,1094.0,-1
465,2001-10-14,1092.75,1089.0,-1
466,2001-10-15,1090.0,1091.5,1
467,2001-10-16,1091.25,1103.5,1
468,2001-10-17,1103.75,1073.5,-1
469,2001-10-18,1073.25,1073.25,-1
470,2001-10-19,1073.0,1072.5,-1
471,2001-10-21,1072.5,1070.75,-1
472,2001-10-22,1070.75,1094.5,1
473,2001-10-23,1094.5,1087.75,-1
474,2001-10-24,1087.0,1086.75,-1
475,2001-10-25,1086.75,1102.25,1
476,2001-10-26,1102.25,1102.25,-1
477,2001-10-28,1103.25,1099.5,-1
478,2001-10-29,1099.5,1069.75,-1
479,2001-10-30,1069.5,1058.25,-1
480,2001-10-31,1058.0,1054.75,-1
481,2001-11-01,1055.0,1079.5,1
482,2001-11-02,1079.5,1089.5,1
483,2001-11-04,1089.25,1089.5,-1
484,2001-11-05,1089.75,1106.75,1
485,2001-11-06,1106.75,1115.5,1
486,2001-11-07,1115.5,1122.75,1
487,2001-11-08,1122.75,1122.75,-1
488,2001-11-09,1122.75,1124.0,1
489,2001-11-11,1122.5,1125.5,1
490,2001-11-12,1125.5,1122.5,-1
491,2001-11-13,1123.0,1142.25,1
492,2001-11-14,1142.5,1147.25,1
493,2001-11-15,1147.5,1150.5,1
494,2001-11-16,1150.5,1139.25,-1
495,2001-11-18,1140.5,1144.0,1
496,2001-11-19,1143.75,1152.5,1
497,2001-11-20,1152.5,1142.75,-1
498,2001-11-21,1142.75,1138.0,-1
499,2001-11-22,1138.5,1140.25,1
500,2001-11-23,1140.5,1152.75,1
501,2001-11-25,1152.5,1156.75,1
502,2001-11-26,1156.75,1153.25,-1
503,2001-11-27,1153.25,1146.5,-1
504,2001-11-28,1146.5,1133.5,-1
505,2001-11-29,1133.0,1143.0,1
506,2001-11-30,1143.5,1135.25,-1
507,2001-12-02,1137.25,1133.0,-1
508,2001-12-03,1133.0,1129.5,-1
509,2001-12-04,1129.75,1148.0,1
510,2001-12-05,1148.0,1167.25,1
511,2001-12-06,1167.0,1165.0,-1
512,2001-12-07,1165.25,1160.5,-1
513,2001-12-09,1160.5,1158.5,-1
514,2001-12-10,1158.75,1140.25,-1
515,2001-12-11,1140.75,1140.0,-1
516,2001-12-12,1140.25,1134.25,-1
517,2001-12-13,1134.0,1117.5,-1
518,2001-12-14,1116.75,1126.0,1
519,2001-12-16,1126.25,1124.0,-1
520,2001-12-17,1123.75,1136.5,1
521,2001-12-18,1136.75,1142.0,1
522,2001-12-19,1142.0,1153.0,1
523,2001-12-20,1153.0,1140.5,-1
524,2001-12-21,1140.5,1148.75,1
525,2001-12-23,1148.25,1147.0,-1
526,2001-12-24,1146.5,1146.75,-1
527,2001-12-26,1145.25,1153.0,1
528,2001-12-27,1153.5,1162.0,1
529,2001-12-28,1161.25,1159.0,-1
530,2001-12-30,1159.25,1160.25,-1
531,2001-12-31,1160.5,1142.25,-1
532,2002-01-02,1143.75,1153.5,1
533,2002-01-03,1153.5,1167.5,1
534,2002-01-04,1167.75,1175.0,1
535,2002-01-06,1173.25,1174.5,1
536,2002-01-07,1174.75,1167.0,-1
537,2002-01-08,1167.0,1163.0,-1
538,2002-01-09,1163.0,1154.75,-1
539,2002-01-10,1154.5,1159.0,1
540,2002-01-11,1159.0,1148.0,-1
541,2002-01-13,1147.5,1146.0,-1
542,2002-01-14,1146.0,1142.25,-1
543,2002-01-15,1142.0,1143.5,1
544,2002-01-16,1143.75,1128.25,-1
545,2002-01-17,1128.5,1127.0,-1
546,2002-01-18,1127.25,1129.5,1
547,2002-01-20,1129.25,1133.25,1
548,2002-01-21,1133.25,1128.5,-1
549,2002-01-22,1128.5,1123.25,-1
550,2002-01-23,1123.5,1130.0,1
551,2002-01-24,1130.0,1133.75,1
552,2002-01-25,1134.0,1132.75,-1
553,2002-01-27,1132.5,1133.0,-1
