,Date,Time,Open,High,Low,Close,Volume
0,10/22/2003,00:00,1024.5,1036.75,1015.75,1022.0,742823.0
1,10/29/2003,00:00,1035.0,1048.75,1016.25,1043.25,3184495.0
2,11/05/2003,00:00,1043.5,1060.5,1040.0,1051.0,2927087.0
3,11/12/2003,00:00,1051.25,1064.5,1041.5,1045.5,2684497.0
4,11/19/2003,00:00,1046.25,1064.25,1031.0,1031.75,3329336.0
5,11/26/2003,00:00,1031.75,1058.5,1030.25,1054.75,3193413.0
6,12/03/2003,00:00,1054.5,1074.25,1047.25,1066.75,1832600.0
7,12/10/2003,00:00,1067.0,1074.25,1053.0,1058.75,3035494.0
8,12/17/2003,00:00,1058.75,1088.75,1053.0,1072.5,1996649.0
9,12/24/2003,00:00,1072.5,1095.75,1069.5,1090.75,2092175.0
10,12/31/2003,00:00,1090.75,1113.25,1089.75,1108.75,678236.0
11,01/07/2004,00:00,1108.75,1126.75,1103.5,1122.25,1905505.0
12,01/14/2004,00:00,1122.0,1132.5,1113.75,1122.25,3523551.0
13,01/21/2004,00:00,1122.25,1148.75,1120.0,1137.25,2535702.0
14,01/28/2004,00:00,1137.25,1155.0,1124.75,1139.0,3121058.0
15,02/04/2004,00:00,1139.0,1148.0,1120.75,1128.75,3562781.0
16,02/11/2004,00:00,1129.0,1158.75,1122.0,1143.25,2964814.0
17,02/18/2004,00:00,1143.0,1158.75,1141.25,1157.0,2185246.0
18,02/25/2004,00:00,1156.75,1158.75,1133.25,1139.0,3210173.0
19,03/03/2004,00:00,1139.25,1157.5,1137.0,1148.25,2785449.0
20,03/10/2004,00:00,1148.0,1163.75,1119.5,1136.75,3450600.0
21,03/17/2004,00:00,1136.75,1141.75,1101.0,1112.0,3033258.0
22,03/24/2004,00:00,1112.0,1127.25,1084.75,1090.75,3822309.0
23,03/31/2004,00:00,1090.75,1129.75,1084.75,1124.5,3270975.0
24,04/07/2004,00:00,1124.5,1154.5,1119.75,1142.75,3054910.0
25,04/14/2004,00:00,1142.75,1154.5,1120.75,1129.0,2483929.0
26,04/21/2004,00:00,1129.25,1138.5,1113.25,1117.0,3813829.0
27,04/28/2004,00:00,1117.25,1146.25,1114.25,1136.75,3510036.0
28,05/05/2004,00:00,1136.75,1138.25,1103.75,1113.75,4191552.0
29,05/12/2004,00:00,1113.75,1124.5,1075.25,1092.5,4418905.0
30,05/19/2004,00:00,1092.5,1105.75,1075.25,1096.75,4375649.0
31,05/26/2004,00:00,1096.75,1117.0,1084.25,1110.75,3987786.0
32,06/02/2004,00:00,1110.5,1128.5,1108.75,1122.0,2281964.0
33,06/09/2004,00:00,1121.75,1142.75,1114.5,1141.25,2826703.0
34,06/16/2004,00:00,1141.0,1142.75,1121.75,1134.25,1858357.0
35,06/23/2004,00:00,1134.25,1145.25,1123.75,1134.25,2506175.0
36,06/30/2004,00:00,1134.25,1146.25,1127.75,1136.75,2587667.0
37,07/07/2004,00:00,1136.5,1144.5,1110.0,1116.0,2792982.0
38,07/14/2004,00:00,1116.0,1122.0,1106.0,1110.75,2892683.0
39,07/21/2004,00:00,1110.5,1119.75,1089.5,1113.0,3459120.0
40,07/28/2004,00:00,1113.25,1116.0,1077.0,1093.0,3647022.0
41,08/04/2004,00:00,1093.0,1108.25,1080.75,1093.5,2714685.0
42,08/11/2004,00:00,1093.5,1102.25,1060.75,1073.5,3006067.0
43,08/18/2004,00:00,1073.5,1096.0,1060.0,1081.5,3199166.0
44,08/25/2004,00:00,1081.5,1106.5,1078.0,1097.5,2941004.0
45,09/01/2004,00:00,1097.25,1109.75,1092.75,1105.0,2211400.0
46,09/08/2004,00:00,1105.25,1124.5,1098.0,1121.0,2190743.0
47,09/15/2004,00:00,1121.25,1130.75,1113.5,1128.25,1843897.0
48,09/22/2004,00:00,1128.25,1132.5,1112.0,1124.0,2574362.0
49,09/29/2004,00:00,1124.0,1127.0,1101.25,1109.75,2990715.0
50,10/06/2004,00:00,1109.75,1143.75,1107.25,1137.5,2950080.0
51,10/13/2004,00:00,1137.5,1143.75,1109.5,1124.75,2863560.0
52,10/20/2004,00:00,1124.75,1127.5,1093.75,1101.75,3893432.0
53,10/27/2004,00:00,1101.5,1126.75,1088.0,1109.5,3878251.0
54,11/03/2004,00:00,1109.25,1149.0,1106.75,1142.0,3546733.0
55,11/10/2004,00:00,1142.0,1171.75,1137.5,1165.5,3661882.0
56,11/17/2004,00:00,1165.25,1189.75,1162.75,1179.0,3178961.0
57,11/24/2004,00:00,1179.0,1189.75,1166.5,1182.0,3238764.0
58,12/01/2004,00:00,1182.0,1192.25,1172.25,1177.0,2093370.0
59,12/08/2004,00:00,1177.0,1198.5,1175.0,1177.5,3398124.0
60,12/15/2004,00:00,1177.5,1209.5,1173.5,1205.75,1945698.0
61,12/22/2004,00:00,1205.75,1214.25,1195.25,1207.0,3058905.0
62,12/29/2004,00:00,1207.25,1217.25,1206.75,1216.25,1214101.0
63,01/05/2005,00:00,1216.25,1221.25,1182.75,1191.0,2194834.0
64,01/12/2005,00:00,1191.0,1196.75,1176.75,1185.75,3788659.0
65,01/19/2005,00:00,1185.75,1197.75,1176.25,1196.0,2959285.0
66,01/26/2005,00:00,1195.75,1196.75,1164.25,1171.75,4144070.0
67,02/02/2005,00:00,1171.75,1196.0,1166.25,1191.0,3632668.0
68,02/09/2005,00:00,1190.75,1206.25,1185.75,1202.5,2701858.0
69,02/16/2005,00:00,1202.5,1213.5,1191.75,1210.5,3178030.0
70,02/23/2005,00:00,1210.5,1213.5,1183.5,1185.25,3008260.0
71,03/02/2005,00:00,1185.25,1217.0,1183.5,1207.75,3525799.0
72,03/09/2005,00:00,1208.0,1229.75,1204.0,1221.0,3567083.0
73,03/16/2005,00:00,1221.0,1224.0,1189.5,1204.25,2701717.0
