,Date,Time,Open,High,Low,Close
166,08/25/2000,00:00,7866.5,7962.5,7857.5,7950.5
167,08/28/2000,00:00,7961.5,8024.5,7931.5,7968.5
168,08/29/2000,00:00,7948.0,7952.0,7895.5,7910.5
169,08/30/2000,00:00,7897.5,7899.5,7796.5,7802.0
170,08/31/2000,00:00,7818.5,7873.5,7785.5,7865.5
171,09/01/2000,00:00,7847.5,8018.0,7847.5,7976.0
172,09/04/2000,00:00,7980.5,8073.5,7979.5,8069.0
173,09/05/2000,00:00,8064.0,8064.0,7988.5,8011.5
174,09/06/2000,00:00,8005.5,8051.5,7930.5,7935.0
175,09/07/2000,00:00,7912.5,7999.5,7902.0,7985.5
176,09/08/2000,00:00,7994.0,8005.5,7861.5,7872.0
177,09/11/2000,00:00,7864.5,7883.5,7807.0,7830.0
178,09/12/2000,00:00,7790.5,7812.5,7738.5,7751.0
179,09/13/2000,00:00,7753.5,7774.5,7601.0,7619.5
180,09/14/2000,00:00,7635.5,7703.5,7609.5,7656.5
181,09/15/2000,00:00,7725.5,7768.5,7660.0,7707.5
182,09/18/2000,00:00,7635.5,7667.5,7556.5,7570.5
183,09/19/2000,00:00,7560.5,7616.0,7532.0,7615.5
184,09/20/2000,00:00,7641.5,7650.0,7407.0,7429.0
185,09/21/2000,00:00,7483.5,7494.0,7261.0,7344.5
186,09/22/2000,00:00,7170.5,7412.0,7170.0,7397.5
187,09/25/2000,00:00,7450.5,7500.5,7424.0,7450.5
188,09/26/2000,00:00,7430.0,7520.5,7406.5,7430.0
189,09/27/2000,00:00,7400.5,7538.0,7391.5,7453.5
190,09/28/2000,00:00,7467.5,7525.5,7398.0,7523.5
191,09/29/2000,00:00,7500.5,7561.5,7447.0,7480.0
192,10/02/2000,00:00,7455.5,7582.5,7441.0,7550.5
193,10/04/2000,00:00,7530.5,7567.0,7429.5,7499.0
194,10/05/2000,00:00,7514.5,7583.5,7501.0,7546.0
195,10/06/2000,00:00,7565.5,7592.5,7375.5,7407.5
196,10/09/2000,00:00,7402.5,7423.5,7288.5,7350.0
197,10/10/2000,00:00,7379.5,7397.0,7325.5,7345.5
198,10/11/2000,00:00,7265.5,7306.5,7131.0,7228.0
199,10/12/2000,00:00,7255.5,7310.5,7035.5,7098.5
200,10/13/2000,00:00,7075.5,7305.5,7040.5,7293.5
201,10/16/2000,00:00,7345.5,7349.5,7237.0,7283.5
202,10/17/2000,00:00,7281.0,7328.0,7188.0,7195.0
203,10/18/2000,00:00,7150.0,7174.5,6947.5,7140.0
204,10/19/2000,00:00,7165.5,7278.0,7153.0,7244.5
205,10/20/2000,00:00,7281.5,7313.0,7189.0,7273.5
206,10/23/2000,00:00,7298.5,7303.0,7191.0,7288.0
207,10/24/2000,00:00,7292.5,7489.5,7257.5,7473.5
208,10/25/2000,00:00,7412.0,7460.5,7345.5,7409.0
209,10/26/2000,00:00,7385.5,7504.5,7380.5,7390.0
210,10/27/2000,00:00,7490.5,7583.5,7477.0,7576.5
211,10/30/2000,00:00,7564.5,7603.5,7526.5,7598.5
212,10/31/2000,00:00,7604.5,7741.5,7600.5,7729.5
213,11/01/2000,00:00,7738.5,7749.5,7659.0,7710.5
214,11/02/2000,00:00,7722.5,7789.5,7706.5,7733.5
215,11/03/2000,00:00,7755.5,7800.5,7719.0,7779.0
216,11/06/2000,00:00,7801.5,7829.0,7753.5,7782.5
217,11/07/2000,00:00,7783.5,7783.5,7673.0,7723.0
218,11/08/2000,00:00,7759.5,7775.0,7640.5,7658.0
219,11/09/2000,00:00,7620.5,7664.0,7568.5,7574.0
220,11/10/2000,00:00,7600.5,7649.5,7467.0,7473.5
221,11/13/2000,00:00,7445.0,7463.0,7325.5,7382.5
222,11/14/2000,00:00,7419.5,7592.5,7416.5,7591.5
223,11/15/2000,00:00,7566.5,7594.5,7514.0,7577.5
224,11/16/2000,00:00,7550.5,7552.0,7436.0,7443.5
225,11/17/2000,00:00,7415.5,7473.5,7345.5,7365.0
226,11/20/2000,00:00,7385.5,7429.5,7220.5,7225.5
227,11/21/2000,00:00,7243.5,7310.5,7218.5,7295.5
228,11/22/2000,00:00,7251.5,7260.0,7101.0,7136.5
229,11/23/2000,00:00,7140.5,7247.5,7092.5,7227.0
230,11/24/2000,00:00,7254.5,7335.5,7193.5,7285.5
231,11/27/2000,00:00,7341.5,7427.5,7303.5,7314.5
232,11/28/2000,00:00,7302.5,7343.0,7228.0,7251.5
233,11/29/2000,00:00,7204.5,7279.0,7152.5,7219.5
234,11/30/2000,00:00,7165.5,7185.5,6981.0,7005.5
235,12/01/2000,00:00,7090.5,7161.5,7071.0,7125.5
236,12/04/2000,00:00,7115.5,7122.5,6959.5,7045.0
237,12/05/2000,00:00,7087.5,7250.0,7079.5,7238.5
238,12/06/2000,00:00,7305.5,7328.0,7217.5,7223.5
239,12/07/2000,00:00,7186.5,7265.0,7109.5,7180.5
240,12/08/2000,00:00,7210.5,7359.5,7210.5,7287.5
241,12/11/2000,00:00,7354.5,7416.0,7337.0,7395.5
242,12/12/2000,00:00,7394.5,7422.0,7338.5,7345.0
243,12/13/2000,00:00,7395.5,7411.5,7190.5,7217.5
244,12/14/2000,00:00,7170.5,7185.5,7053.0,7082.5
245,12/15/2000,00:00,7085.0,7108.0,7022.5,7027.5
246,12/18/2000,00:00,7068.5,7151.0,7030.0,7040.5
247,12/19/2000,00:00,7058.0,7186.5,6980.5,7175.5
248,12/20/2000,00:00,7050.5,7105.5,6892.5,6925.5
249,12/21/2000,00:00,6895.5,6967.5,6776.0,6883.5
250,12/22/2000,00:00,6924.5,6954.5,6867.5,6939.5
251,12/27/2000,00:00,6968.5,7030.5,6937.5,7010.5
252,12/28/2000,00:00,7045.5,7065.0,6992.0,6998.5
253,12/29/2000,00:00,7065.5,7140.5,7032.0,7113.5
254,01/02/2001,00:00,7075.5,7105.5,6937.0,6945.5
255,01/03/2001,00:00,6905.5,7129.5,6832.0,7094.5
256,01/04/2001,00:00,7175.5,7180.0,7023.5,7040.5
257,01/05/2001,00:00,7075.5,7139.5,7002.0,7031.0
258,01/08/2001,00:00,7019.5,7089.5,7010.5,7031.0
259,01/09/2001,00:00,7107.5,7121.5,7012.0,7035.5
260,01/10/2001,00:00,7065.5,7070.5,6944.0,7004.0
261,01/11/2001,00:00,7004.0,7139.0,6991.0,7133.0
262,01/12/2001,00:00,7135.5,7204.5,7123.0,7149.5
263,01/15/2001,00:00,7173.0,7209.0,7143.0,7182.5
264,01/16/2001,00:00,7185.5,7189.0,7101.5,7166.5
265,01/17/2001,00:00,7206.5,7322.0,7206.5,7302.0
266,01/18/2001,00:00,7270.5,7307.0,7240.5,7296.0
267,01/19/2001,00:00,7355.5,7385.0,7281.5,7310.0
268,01/22/2001,00:00,7315.5,7339.5,7244.5,7305.0
269,01/23/2001,00:00,7307.5,7355.5,7251.5,7351.5
270,01/24/2001,00:00,7373.0,7399.0,7332.5,7340.5
271,01/25/2001,00:00,7344.5,7422.5,7321.5,7387.5
272,01/26/2001,00:00,7322.0,7345.5,7297.0,7339.5
273,01/29/2001,00:00,7338.5,7395.5,7304.0,7388.5
274,01/30/2001,00:00,7389.5,7433.5,7348.5,7372.5
275,01/31/2001,00:00,7386.5,7430.0,7361.5,7408.0
276,02/01/2001,00:00,7384.5,7404.0,7343.5,7360.5
277,02/02/2001,00:00,7390.5,7393.5,7266.0,7275.5
278,02/05/2001,00:00,7242.5,7275.5,7236.0,7274.5
279,02/06/2001,00:00,7277.5,7329.5,7257.5,7321.5
280,02/07/2001,00:00,7277.5,7285.0,7224.5,7227.5
281,02/08/2001,00:00,7239.5,7299.0,7218.0,7263.5
282,02/09/2001,00:00,7236.5,7245.5,7131.5,7135.5
283,02/12/2001,00:00,7147.5,7204.5,7136.0,7197.0
284,02/13/2001,00:00,7213.5,7235.5,7174.0,7200.5
285,02/14/2001,00:00,7160.5,7172.5,7083.0,7122.5
286,02/15/2001,00:00,7137.5,7207.5,7111.5,7193.5
287,02/16/2001,00:00,7145.5,7158.0,7080.5,7080.5
288,02/19/2001,00:00,7105.5,7118.0,7075.5,7096.5
289,02/20/2001,00:00,7106.5,7156.0,7049.0,7070.5
290,02/21/2001,00:00,7035.5,7041.5,6936.0,6973.5
291,02/22/2001,00:00,6936.5,6984.0,6843.0,6887.5
292,02/23/2001,00:00,6923.5,6940.5,6682.5,6687.5
293,02/26/2001,00:00,6779.5,6833.5,6749.0,6800.5
294,02/27/2001,00:00,6813.0,6879.5,6778.5,6814.5
295,02/28/2001,00:00,6800.5,6907.0,6787.0,6820.0
296,03/01/2001,00:00,6780.5,6793.5,6710.5,6717.0
297,03/02/2001,00:00,6725.5,6800.5,6664.0,6794.5
298,03/05/2001,00:00,6794.5,6829.0,6746.0,6803.0
299,03/06/2001,00:00,6845.5,6922.5,6842.5,6912.5
300,03/07/2001,00:00,6874.5,6955.5,6866.0,6930.0
301,03/08/2001,00:00,6940.5,6950.5,6857.5,6871.5
302,03/09/2001,00:00,6840.5,6874.5,6800.5,6825.5
303,03/12/2001,00:00,6760.5,6765.5,6650.0,6652.0
304,03/13/2001,00:00,6575.5,6627.5,6540.5,6577.5
305,03/14/2001,00:00,6610.0,6614.5,6270.5,6407.5
306,03/15/2001,00:00,6455.5,6493.0,6374.0,6461.5
307,03/16/2001,00:00,6497.0,6505.5,6361.5,6375.5
308,03/19/2001,00:00,6406.0,6447.5,6279.5,6302.5
309,03/20/2001,00:00,6361.0,6420.5,6341.5,6414.0
310,03/21/2001,00:00,6310.5,6363.5,6229.5,6255.5
311,03/22/2001,00:00,6228.5,6242.5,5980.0,6012.5
312,03/23/2001,00:00,6130.5,6202.5,6093.5,6180.5
313,03/26/2001,00:00,6248.5,6384.5,6226.0,6379.0
314,03/27/2001,00:00,6335.5,6546.0,6316.0,6536.5
315,03/28/2001,00:00,6495.5,6507.5,6402.5,6422.5
316,03/29/2001,00:00,6383.5,6504.5,6334.0,6495.5
317,03/30/2001,00:00,6465.5,6565.5,6421.5,6431.0
318,04/02/2001,00:00,6529.5,6530.5,6317.5,6328.5
319,04/03/2001,00:00,6314.5,6325.0,6132.0,6164.0
320,04/04/2001,00:00,6130.5,6254.5,6003.5,6211.0
321,04/05/2001,00:00,6271.5,6408.5,6249.5,6396.0
322,04/06/2001,00:00,6437.5,6439.0,6271.0,6311.0
323,04/09/2001,00:00,6295.5,6435.0,6292.5,6403.5
324,04/10/2001,00:00,6413.0,6535.5,6406.5,6506.0
325,04/11/2001,00:00,6495.5,6635.5,6490.5,6564.0
326,04/12/2001,00:00,6584.5,6648.5,6533.0,6640.5
327,04/17/2001,00:00,6543.5,6584.0,6447.5,6548.0
328,04/18/2001,00:00,6663.5,6809.0,6649.5,6793.5
329,04/19/2001,00:00,6800.5,6808.5,6727.0,6801.5
330,04/20/2001,00:00,6817.5,6824.5,6720.0,6739.5
331,04/23/2001,00:00,6735.5,6737.5,6651.0,6672.5
332,04/24/2001,00:00,6680.5,6786.0,6675.5,6758.5
333,04/25/2001,00:00,6706.5,6767.5,6682.5,6761.0
334,04/26/2001,00:00,6763.5,6790.5,6678.5,6772.5
335,04/27/2001,00:00,6721.5,6818.5,6695.5,6799.5
336,04/30/2001,00:00,6815.5,6901.0,6805.5,6878.5
337,05/02/2001,00:00,6900.5,6909.0,6812.0,6850.0
338,05/03/2001,00:00,6860.5,6869.5,6684.5,6696.5
339,05/04/2001,00:00,6705.5,6768.0,6626.0,6765.0
340,05/07/2001,00:00,6779.5,6818.5,6719.0,6744.5
341,05/08/2001,00:00,6725.5,6799.5,6694.0,6730.5
342,05/09/2001,00:00,6700.5,6719.5,6645.5,6683.5
343,05/10/2001,00:00,6696.0,6841.5,6696.0,6797.5
344,05/11/2001,00:00,6755.5,6811.5,6738.5,6751.5
345,05/14/2001,00:00,6725.5,6730.0,6656.5,6668.0
346,05/15/2001,00:00,6711.5,6716.5,6638.5,6665.5
347,05/16/2001,00:00,6655.5,6785.5,6572.0,6785.5
348,05/17/2001,00:00,6842.5,6850.5,6753.0,6779.5
349,05/18/2001,00:00,6750.5,6834.5,6737.5,6803.5
350,05/21/2001,00:00,6830.5,6882.5,6750.5,6858.5
351,05/22/2001,00:00,6884.5,6958.0,6861.5,6882.5
352,05/23/2001,00:00,6858.5,6908.5,6827.0,6855.5
353,05/24/2001,00:00,6826.5,6928.5,6816.0,6892.5
354,05/25/2001,00:00,6892.5,6920.5,6820.0,6840.5
355,05/28/2001,00:00,6820.5,6890.5,6804.0,6829.5
356,05/29/2001,00:00,6834.5,6857.0,6727.5,6735.0
357,05/30/2001,00:00,6705.5,6723.5,6657.5,6660.5
358,05/31/2001,00:00,6635.5,6768.5,6604.0,6758.5
359,06/01/2001,00:00,6720.5,6791.0,6667.0,6749.0
360,06/04/2001,00:00,6755.5,6801.5,6749.5,6778.0
361,06/05/2001,00:00,6815.5,6874.5,6764.0,6869.5
362,06/06/2001,00:00,6881.5,6885.5,6783.0,6813.0
363,06/07/2001,00:00,6810.5,6832.5,6766.5,6822.5
364,06/08/2001,00:00,6840.5,6878.0,6778.0,6787.5
365,06/11/2001,00:00,6787.5,6838.5,6745.5,6780.0
366,06/12/2001,00:00,6770.5,6780.0,6634.5,6670.0
367,06/13/2001,00:00,6703.5,6753.0,6681.5,6728.0
368,06/14/2001,00:00,6695.5,6703.5,6621.5,6629.5
369,06/15/2001,00:00,6665.5,6700.5,6562.5,6606.5
370,06/18/2001,00:00,6625.5,6625.5,6523.5,6546.5
371,06/19/2001,00:00,6565.5,6653.5,6561.5,6601.5
372,06/20/2001,00:00,6536.5,6565.5,6485.5,6548.0
373,06/21/2001,00:00,6590.0,6597.5,6503.5,6587.5
374,06/22/2001,00:00,6583.5,6623.5,6539.5,6573.5
375,06/25/2001,00:00,6545.5,6619.5,6536.5,6569.5
376,06/26/2001,00:00,6538.5,6547.0,6432.5,6512.5
377,06/27/2001,00:00,6505.5,6519.5,6478.0,6504.5
378,06/28/2001,00:00,6484.5,6640.5,6419.5,6638.5
379,06/29/2001,00:00,6635.5,6729.0,6619.5,6720.5
380,07/02/2001,00:00,6679.0,6796.0,6663.5,6773.0
381,07/03/2001,00:00,6755.5,6772.5,6700.0,6729.0
382,07/04/2001,00:00,6727.5,6744.5,6658.5,6666.5
383,07/05/2001,00:00,6606.0,6706.0,6596.0,6649.5
384,07/06/2001,00:00,6593.5,6606.5,6504.5,6517.5
385,07/09/2001,00:00,6535.5,6554.5,6443.5,6532.5
386,07/10/2001,00:00,6537.5,6581.5,6457.5,6457.5
387,07/11/2001,00:00,6405.5,6467.0,6385.5,6456.0
388,07/12/2001,00:00,6545.5,6577.5,6513.0,6545.5
389,07/13/2001,00:00,6546.5,6601.0,6498.5,6586.5
390,07/16/2001,00:00,6580.5,6580.5,6486.0,6495.5
391,07/17/2001,00:00,6475.5,6501.5,6439.5,6499.5
392,07/18/2001,00:00,6463.5,6469.0,6358.0,6370.5
393,07/19/2001,00:00,6401.5,6469.5,6352.0,6445.5
394,07/20/2001,00:00,6405.5,6428.0,6356.5,6396.0
395,07/23/2001,00:00,6375.5,6493.0,6347.0,6446.5
396,07/24/2001,00:00,6385.5,6431.0,6304.5,6305.0
397,07/25/2001,00:00,6322.5,6375.5,6192.0,6215.5
398,07/26/2001,00:00,6265.5,6315.0,6217.0,6312.0
399,07/27/2001,00:00,6335.5,6422.5,6329.5,6401.5
400,07/30/2001,00:00,6365.5,6475.5,6355.5,6433.0
401,07/31/2001,00:00,6435.5,6504.5,6399.0,6493.5
402,08/01/2001,00:00,6467.5,6505.5,6454.0,6484.0
403,08/02/2001,00:00,6490.5,6573.5,6400.5,6416.0
404,08/03/2001,00:00,6438.5,6449.0,6379.0,6393.5
405,08/06/2001,00:00,6393.5,6442.5,6346.5,6399.5
406,08/07/2001,00:00,6370.5,6424.5,6329.0,6389.5
407,08/08/2001,00:00,6348.0,6369.5,6248.0,6257.5
408,08/09/2001,00:00,6200.5,6222.5,6103.5,6144.0
409,08/10/2001,00:00,6170.5,6207.0,6018.5,6077.0
410,08/13/2001,00:00,6073.0,6135.0,6033.0,6113.5
411,08/14/2001,00:00,6142.5,6203.5,6123.5,6157.5
412,08/15/2001,00:00,6132.5,6164.5,6056.5,6085.5
413,08/16/2001,00:00,6035.5,6043.5,5962.0,5995.5
414,08/17/2001,00:00,6014.0,6043.5,5799.5,5842.0
415,08/20/2001,00:00,5835.5,5893.0,5751.5,5817.5
416,08/21/2001,00:00,5845.5,5879.5,5795.5,5858.5
417,08/22/2001,00:00,5783.5,5950.5,5770.0,5855.5
418,08/23/2001,00:00,5871.5,5905.5,5809.0,5880.5
419,08/24/2001,00:00,5908.5,6053.5,5902.5,6035.5
420,08/27/2001,00:00,6041.5,6079.5,6003.5,6031.5
421,08/28/2001,00:00,6030.5,6077.5,5906.0,5931.5
422,08/29/2001,00:00,5900.5,5970.5,5862.5,5920.5
